16701 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.916667, F1: 0.928571, Positive Class Precision: 0.866667, Positive Class Recall: 1.000000, Negative Class Precision: 1.000000, Negative Class Recall: 0.818182
16693 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.875000, F1: 0.903226, Positive Class Precision: 0.848485, Positive Class Recall: 0.965517, Negative Class Precision: 0.933333, Negative Class Recall: 0.736842
17039 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.895833, F1: 0.920635, Positive Class Precision: 0.852941, Positive Class Recall: 1.000000, Negative Class Precision: 1.000000, Negative Class Recall: 0.736842
17072 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.854167, F1: 0.885246, Positive Class Precision: 0.843750, Positive Class Recall: 0.931034, Negative Class Precision: 0.875000, Negative Class Recall: 0.736842
16796 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.895833, F1: 0.912281, Positive Class Precision: 0.838710, Positive Class Recall: 1.000000, Negative Class Precision: 1.000000, Negative Class Recall: 0.772727
17003 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.895833, F1: 0.905660, Positive Class Precision: 0.888889, Positive Class Recall: 0.923077, Negative Class Precision: 0.904762, Negative Class Recall: 0.863636
17284 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.958333, F1: 0.962963, Positive Class Precision: 0.962963, Positive Class Recall: 0.962963, Negative Class Precision: 0.952381, Negative Class Recall: 0.952381
16626 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.895833, F1: 0.905660, Positive Class Precision: 0.857143, Positive Class Recall: 0.960000, Negative Class Precision: 0.950000, Negative Class Recall: 0.826087
17021 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.875000, F1: 0.875000, Positive Class Precision: 0.807692, Positive Class Recall: 0.954545, Negative Class Precision: 0.954545, Negative Class Recall: 0.807692
16931 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.916667, F1: 0.928571, Positive Class Precision: 0.896552, Positive Class Recall: 0.962963, Negative Class Precision: 0.947368, Negative Class Recall: 0.857143
16436 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.875000, F1: 0.850000, Positive Class Precision: 0.739130, Positive Class Recall: 1.000000, Negative Class Precision: 1.000000, Negative Class Recall: 0.806452
16738 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.875000, F1: 0.875000, Positive Class Precision: 0.807692, Positive Class Recall: 0.954545, Negative Class Precision: 0.954545, Negative Class Recall: 0.807692
16897 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.875000, F1: 0.875000, Positive Class Precision: 0.807692, Positive Class Recall: 0.954545, Negative Class Precision: 0.954545, Negative Class Recall: 0.807692
16677 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.895833, F1: 0.912281, Positive Class Precision: 0.866667, Positive Class Recall: 0.962963, Negative Class Precision: 0.944444, Negative Class Recall: 0.809524
17232 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.895833, F1: 0.878049, Positive Class Precision: 0.857143, Positive Class Recall: 0.900000, Negative Class Precision: 0.925926, Negative Class Recall: 0.892857
16362 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.875000, F1: 0.896552, Positive Class Precision: 0.812500, Positive Class Recall: 1.000000, Negative Class Precision: 1.000000, Negative Class Recall: 0.727273
16653 [main] INFO  org.linqs.psl.cli.Launcher  - Evaluation results for FAKENEWS -- Accuracy: 0.854167, F1: 0.867925, Positive Class Precision: 0.793103, Positive Class Recall: 0.958333, Negative Class Precision: 0.947368, Negative Class Recall: 0.750000
